Ticker,Sector,ROA,ROE,ROCE,EBIT_Margin,Current_Ratio,Debt/Assets,Debt/Equity,Net_Debt/EBITDA,Asset_Turnover,WCTA,RETA,Market_to_Book,Revenue_Growth_YoY,Log_Revenue,Market_Cap
SGR,RealEstate,0.0377,0.0779,0.0702446263567948,0.5422807655268069,1.8700068234381664,0.4737434231995918,0.9002137811810781,8.341242890379782,0.080067587815689,0.33224434429218347,0.38854276917951464,,0.45665222858582877,19.212014821685564,
