Credit_Rating,Name,Ticker,Rating Agency Name,Date,Sector,Current_Ratio,_quickRatio,_cashRatio,_dso,_netProfitMargin,_pretax_margin,_grossProfitMargin,EBIT_Margin,ROA,ROCE,ROE,Asset_Turnover,_fixedAssetTurnover,Debt/Equity,Debt/Assets,_tax_rate,_fcf_ocf_ratio,_fcf_per_share,_cash_per_share,_equityMultiplier,_ebitPerRevenue,_ev_multiple,_ocf_per_share,_ocf_sales_ratio,_payablesTurnover,Net_Debt/EBITDA,WCTA,RETA,Market_to_Book,Revenue_Growth_YoY,Log_Revenue,Market_Cap,data_source,Company_Name,Exchange,_Revenue,_Net_Income,_EBIT,_Total_Assets,_Total_Equity,_Total_Debt,_Current_Assets,_Current_Liabilities,_Is_Bank,Has_Rating,ROA_SectorRatio,ROE_SectorRatio,EBIT_Margin_SectorRatio,Current_Ratio_SectorRatio,Debt/Assets_SectorRatio,Asset_Turnover_SectorRatio,Net_Debt/EBITDA_SectorRatio
BBB,NVIDIA Corporation,NVDA,Standard & Poor's Ratings Services,2016-09-21,Technology,2.574649085,2.357294768,0.253509145,36.79141717,0.12255489,0.148303393,0.561077844,0.149101796,0.083310719,0.148037458,0.137390915,0.679782904,10.75107296,0.629671067,0.381818182,0.173620458,0.926808511,2.005524862,9.276243094,1.64913851,0.148303393,19.70365466,2.163904236,0.234530938,7.429054054,7.6823658515823645,0.1834792664570053,0.082434549,0.64913851,0.15,2.329834735448948,1000000000.0,kaggle,,,,,,,,,,,,,0.9256746555555556,0.85869321875,0.8283433111111111,1.029859634,1.90909091,0.7997445929411765,9.602957314477955
BB,"Foot Locker, Inc.",FL,Standard & Poor's Ratings Services,2016-09-21,Retail,3.722857143,1.462857143,1.458571429,0.0,0.072989746,0.112924987,0.337965461,0.112924987,0.143311258,0.272195122,0.21190756,1.963443709,11.21331316,0.478652566,0.323708609,0.353643967,0.693959732,3.71942446,7.366906475,1.478652566,0.112924987,7.915228426,5.35971223,0.100512682,17.58781362,8.599742650402076,0.2194167306247346,0.127144536,0.478652566,0.04,2.1242842194094687,1000000000.0,kaggle,,,,,,,,,,,,,2.0473036857142857,1.4127170666666666,2.25849974,2.481904762,0.8092715224999999,1.0908020605555555,4.299871325201038
BBB,Cenovus Energy Inc,CVE,Standard & Poor's Ratings Services,2016-09-21,Energy,2.554099588,2.080868589,1.392736803,60.95493367,-0.049518444,-0.080683264,0.097583136,-0.057059786,-0.021577322,-0.022048081,-0.047023296,0.435743131,0.611071012,1.179292494,0.541135482,0.386261261,-0.200929152,-0.207610834,4.46423297,2.179292494,-0.045248047,15.64465318,1.033253921,0.078230056,4.383053839,30.0,0.1825417765973188,-0.0282139776,1.1792924939999998,0.05,2.0,1000000000.0,kaggle,,,,,,,,,,,,,0.0,0.0,0.0,1.7027330586666667,1.082270964,0.871486262,10.0
BBB,Brookfield Asset Management Inc,BAM,Standard & Poor's Ratings Services,2016-09-20,Retail,1.326402225,0.889477518,0.284683134,136.5591332,0.067633444,0.053500471,0.274179673,0.1876613,0.010329984,0.03136293,0.062412581,0.152734849,0.538327526,3.407477413,0.563975824,-0.264165391,1.206941291,3.766684024,4.351780333,6.041885608,0.185940764,14.47814111,3.120851074,0.126295523,1.487033151,9.015857142628768,0.0738242636014878,0.0374475486,5.041885608,0.04,2.0,1000000000.0,kaggle,,,,,,,,,,,,,0.14757119999999999,0.41608387333333335,3.7532259999999997,0.88426815,1.40993956,0.08485269388888889,4.507928571314384
CCC,"Comstock Resources, Inc.",CRK,Standard & Poor's Ratings Services,2016-09-20,Energy,0.98326191,0.92951465,0.718636527,40.17355696,-0.769091551,-0.72829044,1.0,-1.0,-0.151857454,-0.160323591,0.498154968,0.197450426,0.220000451,-4.280411695,1.0,-0.056023131,3.420094403,-6.918918919,5.618893341,-3.280411695,-0.72829044,-45.91815868,-2.023019865,-0.135043766,0.0,30.0,-0.0051069068667574,0.2988929808,0.0,0.05,2.0,1000000000.0,kaggle,,,,,,,,,,,,,0.0,4.528681527272727,0.0,0.65550794,2.0,0.394900852,10.0
BB,"Tempur Sealy International, Inc.",TPX,Standard & Poor's Ratings Services,2016-09-20,Manufacturing,1.231192661,0.752293578,0.119266055,40.27022705,0.118004477,0.090502079,0.418612088,0.132715062,0.136565507,0.131200742,-2.0,1.157290896,7.409952607,-10.0,1.0,-0.303886926,0.624242424,1745762.712,1101694.915,-180.1333333,0.090502079,0.37910386,2796610.169,0.05276623,8.296803653,22.60481933844103,0.0563338301932909,-1.0,0.0,0.06,13.91236129141532,1000000000.0,kaggle,,,,,,,,,,,,,2.2760917833333334,0.0,1.4746118,0.6839959227777778,2.2222222222222223,1.157290896,9.041927735376412
BB,Hess Corporation,HES,Moody's Investors Service,2016-09-19,Energy,1.899600178,1.669480231,1.213682808,70.82989265,-1.265895954,-0.795623452,0.611890999,-0.795623452,-0.214248279,-0.146150929,-0.421907252,0.169246358,0.205297733,0.96924453,0.492191049,-0.576543851,1.0,2.565343659,9.093255889,1.96924453,-0.795623452,-34.08197705,2.565343659,0.164120562,4.341801386,30.0,0.1420720299595592,-0.2531443512,0.96924453,0.05,2.311867467051359,1000000000.0,kaggle,,,,,,,,,,,,,0.0,0.0,0.0,1.2664001186666667,0.984382098,0.338492716,10.0
BBB,S&P Global Inc.,SPGI,Fitch Ratings,2016-09-19,FinancialServices,1.405974722,1.348908464,0.91612409,72.34234234,0.372019078,0.563151387,0.68751104,0.595124536,0.242934595,0.526246286,2.0,0.653016496,20.88929889,12.33692308,0.925020187,0.301129235,0.921448087,5.133181126,9.132420091,13.33692308,0.563151387,9.259418592,5.570776256,0.258611553,9.666666667,4.662991345730703,0.0866248977981269,1.0,12.33692308,0.07,2.3157401930840966,1000000000.0,kaggle,,,,,,,,,,,,,8.097819833333334,10.0,2.97562268,1.1716456016666668,1.32145741,4.353443306666667,3.108660897153802
BBB,"General Mills, Inc.",GIS,Standard & Poor's Ratings Services,2016-09-19,Manufacturing,0.785131713,0.464294973,0.152292261,30.64015794,0.102480816,0.117212358,0.351957061,0.163459739,0.078176886,0.116268206,0.344286236,0.762844102,4.424377604,3.403938988,0.772930551,0.388997631,0.722678531,3.173317749,1.566037736,4.403938988,0.117212358,14.10980667,4.391050259,0.158774626,5.244857073,14.185705098917357,-0.0821014933324951,0.2065717416,3.403938988,0.06,2.0,1000000000.0,kaggle,,,,,,,,,,,,,1.3029481,2.869051966666667,1.8162193222222223,0.43618428499999995,1.7176234466666664,0.762844102,5.674282039566942
BB,ON Semiconductor Corporation,ON,Standard & Poor's Ratings Services,2016-09-19,Technology,1.909423666,1.103354186,0.684214029,58.83872124,0.046609844,0.046225908,0.331951163,0.060431544,0.026298307,0.033309971,0.099879333,0.564222171,1.80950396,2.797937692,0.736699209,-0.021594684,0.637474191,0.89234104,2.476156069,3.797937692,0.046225908,13.56288795,1.399807322,0.148762446,6.013824885,30.0,0.1428845282783878,0.0599275997999999,2.797937692,0.15,2.0,1000000000.0,kaggle,,,,,,,,,,,,,0.29220341111111114,0.62424583125,0.3357308,0.7637694664,3.6834960449999996,0.6637907894117648,10.0
BBB,Norfolk Southern Corporation,NSC,Standard & Poor's Ratings Services,2016-09-16,Transportation,0.97947841,2.0,0.408721676,34.88319175,0.16868932,0.261124595,1.0,0.310881877,0.047804654,0.079316806,0.134418567,0.283388742,0.332358576,1.811830123,0.644359739,0.353989156,0.37804878,3.902687989,12.70159918,2.811830123,0.261124595,10.79806457,10.3232392,0.30683657,0.574485597,6.218050520198062,-0.0062854647301516,0.0806511401999999,1.811830123,0.05,2.6175125544889952,1000000000.0,kaggle,,,,,,,,,,,,,1.19511635,1.3441856699999999,3.1088187699999996,0.8162320083333334,1.1715631618181817,0.47231457000000004,1.776585862913732
BB,United States Steel Corporation,X,Standard & Poor's Ratings Services,2016-09-15,Manufacturing,1.868725869,0.876447876,0.64993565,0.0,-0.042880811,-0.040541858,0.062177176,-0.016080304,-0.048034934,-0.060916679,-0.193491645,1.120196507,2.57878864,3.028144239,0.751746725,-0.057692308,0.57909216,2.687125414,13.03989839,4.028144239,-0.040541858,19.55031871,4.640237948,0.070850794,6.006866417,30.0,0.1394628099409052,-0.1160949869999999,3.0281442390000004,0.06,2.641903161391989,1000000000.0,kaggle,,,,,,,,,,,,,0.0,0.0,0.0,1.0381810383333332,1.6705482777777776,1.120196507,10.0
BBB,MPLX LP,MPLX,Fitch Ratings,2016-09-14,Energy,1.051136364,0.927556818,0.332386364,41.85521236,0.08996139,0.094980695,0.863320463,0.094980695,0.013997357,0.015430937,0.022619163,0.155592935,0.24137931,0.615959616,0.381172654,-0.048780488,0.063664596,0.24260355,1.053254438,1.615959616,0.094980695,20.11121718,3.810650888,0.497297297,2.87804878,12.039477727552953,0.0145945946933294,0.0135714978,0.615959616,0.05,2.0,1000000000.0,kaggle,,,,,,,,,,,,,0.27994714,0.20562875454545457,0.6332046333333334,0.700757576,0.762345308,0.31118587,4.013159242517651
B,R.R. Donnelley & Sons Company,RRD,Moody's Investors Service,2016-09-14,Other,1.62265489,1.289085165,0.204693443,71.66930116,-0.071914381,-0.072102905,0.396087417,-0.043592384,-0.115737391,-0.181884694,2.0,1.609377553,10.60387513,-10.0,1.0,0.024738536,-0.374600639,-0.67,9.221428571,-40.53642384,-0.072102905,51.92971246,1.788571429,0.018156242,4.15940871,30.0,0.1151178036384557,1.0,0.0,0.05,2.324486356905218,1000000000.0,kaggle,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
BB,Allegiant Travel Company,ALGT,Standard & Poor's Ratings Services,2016-09-14,Transportation,1.074207555,0.95354774,0.16470178,10.89163293,0.161127829,0.253852459,1.0,0.271903119,0.131367045,0.270559124,0.46363978,0.815297061,1.244237725,2.529346187,0.716661402,0.365269773,0.424141082,8.93519587,20.2842393,3.529346187,0.253852459,7.5196801,21.06656544,0.25451505,16.07320425,7.907170075529732,0.0207243622485973,0.278183868,2.529346187,0.05,3.0579668598582894,1000000000.0,kaggle,,,,,,,,,,,,,3.2841761249999997,4.6363978,2.71903119,0.8951729625000001,1.3030207309090907,1.358828435,2.2591914501513517
BBB,ENI S.p.A.,E,Moody's Investors Service,2016-09-14,Energy,1.370992201,1.071309936,0.204867129,113.2669818,-0.025699822,0.008449015,0.236625333,0.038047025,-0.011698583,0.069293436,-0.027471388,0.455200931,0.800827765,1.347342421,0.573760488,2.0,-0.179199791,-0.378351646,3.323440855,2.348266305,0.118374402,8.807597036,2.111339765,0.135342988,2.591031551,30.0,0.0811803744899639,-0.0164828328,1.348266305,0.05,2.0,1000000000.0,kaggle,,,,,,,,,,,,,0.0,0.0,0.2536468333333333,0.9139948006666666,1.147520976,0.910401862,10.0
B,"W&T Offshore, Inc.",WTI,Standard & Poor's Ratings Services,2016-09-13,Energy,0.944402031,0.558092686,0.345940728,39.30548819,-0.62257179,-0.731015586,1.0,-0.826448926,-0.300123173,-0.466566778,0.377854354,0.482069985,0.731164988,-2.258997598,1.0,0.148346763,1.0,0.148052365,0.73332905,-1.258997598,-0.731015586,-10.55092798,0.148052365,0.035451241,0.0,30.0,-0.0176613244704045,0.2267126123999999,0.0,0.05,2.0,1000000000.0,kaggle,,,,,,,,,,,,,0.0,3.435039581818182,0.0,0.629601354,2.0,0.96413997,10.0
BB,"Brinker International, Inc.",EAT,Standard & Poor's Ratings Services,2016-09-13,Retail,0.408779885,0.174335115,0.072717098,4.923903043,0.061625688,0.08791649,0.742070042,0.097460344,0.136309377,0.275299849,-0.942026945,2.211892177,3.122736667,-7.910947494,1.0,0.299042903,0.714243729,4.869366957,0.543155713,-6.910947494,0.08791649,8.051671647,6.817514466,0.121166948,8.805877544,30.0,-0.4338912970240696,-0.565216167,0.0,0.04,2.0,1000000000.0,kaggle,,,,,,,,,,,,,1.9472768142857142,0.0,1.94920688,0.27251992333333336,2.5,1.2288289872222222,10.0
A,Altria Group,MO,Moody's Investors Service,2016-09-13,Manufacturing,0.98440678,3.040135593,0.619525424,0.0,0.553099751,0.848819142,0.450240833,0.34035115,0.310001742,0.566745338,1.115035239,0.560480711,13.14811032,2.596867659,0.721980319,0.348160351,0.95014508,1.845286885,11.48616803,3.596867659,0.848819142,16.56140977,1.942110656,0.147257613,18.22588235,6.363842040786406,-0.0047520660107602,0.6690211434,2.596867659,0.06,2.5246214740213704,1000000000.0,kaggle,,,,,,,,,,,,,5.166695700000001,9.291960325,3.7816794444444444,0.5468926555555556,1.604400708888889,0.560480711,2.5455368163145624
BBB,Southern Company (The),SO,Moody's Investors Service,2016-09-13,Energy,0.752651544,0.283966865,0.15289928,28.71054483,0.016988339,0.17490953,1.0,0.232659831,0.003081215,0.035957843,0.013652153,0.181372326,0.253626699,3.430769852,0.774305587,0.273275862,-0.493665713,-2.540483701,2.211356467,4.430769852,0.17490953,11.85337129,5.146161935,0.245979091,0.27962298,9.98417625859962,-0.0985908251853662,0.0081912918,3.430769852,0.05,2.0,1000000000.0,kaggle,,,,,,,,,,,,,0.0616243,0.12411048181818182,1.5510655400000002,0.501767696,1.548611174,0.362744652,3.3280587528665397
B,Cincinnati Bell Inc,CBB,Standard & Poor's Ratings Services,2016-09-13,Energy,0.987118935,1.358093602,0.041648776,54.97470062,0.086102209,0.137375611,0.854528588,0.078428065,0.066255678,0.124531764,-0.838948233,0.769500324,1.092399816,-10.0,1.0,0.375076734,-0.653579677,-2.695238095,3.278571429,-12.66228431,0.137375611,7.690843806,4.123809524,0.14606173,1.628895184,30.0,-0.0039147455924346,-0.5033689398,0.0,0.05,2.0,1000000000.0,kaggle,,,,,,,,,,,,,1.32511356,0.0,0.5228537666666667,0.65807929,2.0,1.539000648,10.0
B,"PDC Energy, Inc.",PDCE,Moody's Investors Service,2016-09-09,Energy,1.477670025,1.432089823,0.90214282,136.6832848,-0.642252197,-1.026658658,1.0,-0.86733087,-0.054823152,-0.093261774,-0.093767086,0.085360786,0.095531334,0.710355603,0.415326264,0.374424798,1.0,9.913214548,4.976351627,1.710355603,-1.026658658,43.6665915,9.913214548,1.269898019,0.153689575,30.0,0.0969776777464238,-0.0562602516,0.710355603,0.05,2.0,1000000000.0,kaggle,,,,,,,,,,,,,0.0,0.0,0.0,0.9851133500000001,0.830652528,0.170721572,10.0
CCC,Cleveland-Cliffs Inc.,CLF,Moody's Investors Service,2016-09-08,Manufacturing,2.108412171,1.210432115,0.826898491,22.27382646,0.082550972,0.098150782,0.184589853,0.114177335,0.090493269,0.135046973,-0.118896401,1.096210822,2.14242178,-2.313870109,1.0,-0.058937198,0.771947195,1.183351125,1.743912496,-1.313870109,0.098150782,10.26615253,1.532943099,0.143669986,15.98234201,26.274916996442418,0.1577128304767312,-0.0713378406,0.0,0.06,2.0,1000000000.0,kaggle,,,,,,,,,,,,,1.50822115,0.0,1.2686370555555557,1.171340095,2.2222222222222223,1.096210822,10.0
B,Resolute Forest Products Inc.,RFP,Standard & Poor's Ratings Services,2016-09-08,Manufacturing,2.314775161,0.841541756,0.074946467,36.86036671,-0.022849083,-0.016078984,0.233850494,-0.007334274,-0.018938508,-0.01496063,-0.047844064,0.828851999,1.924538545,1.526284702,0.604161796,-0.333333333,-2.074074074,-1.868743048,0.389321468,2.526284702,-0.016078984,6.600901639,0.901001112,0.022849083,5.82832618,30.0,0.1703977798559071,-0.0287064384,1.526284702,0.06,2.0,1000000000.0,kaggle,,,,,,,,,,,,,0.0,0.0,0.0,1.2859862005555556,1.3425817688888888,0.828851999,10.0
B,"Gray Television, Inc.",GTN,Standard & Poor's Ratings Services,2016-09-07,Retail,4.4914536,4.091879036,2.723366302,65.95485959,0.076646994,0.130086835,0.415198193,0.288183491,0.022373552,0.039674931,0.126350026,0.291903838,2.491513157,4.647294065,0.822924043,0.410801298,0.788978527,2.269081951,4.757098319,5.647294065,0.130086835,7.12827085,2.875974279,0.254328494,90.38063534,8.56666743966954,0.233206479078399,0.0758100156,4.647294065,0.04,2.0,1000000000.0,kaggle,,,,,,,,,,,,,0.3196221714285714,0.8423335066666667,5.76366982,2.9943024,2.0573101074999998,0.1621687988888889,4.28333371983477
BB,Louisiana-Pacific Corporation,LPX,Standard & Poor's Ratings Services,2016-09-07,Manufacturing,4.442744755,2.999562937,2.881555944,3.628100654,0.067072625,0.073833617,0.228082744,0.091340557,0.073749508,0.091489126,0.125282261,1.099547066,2.528759058,0.698753868,0.411333202,0.121285628,0.635407537,1.516736402,4.631101813,1.698753868,0.073833617,7.686647727,2.387029289,0.153264082,7.737881508,13.509876078377758,0.2324741760907216,0.0751693566,0.6987538680000001,0.06,2.0,1000000000.0,kaggle,,,,,,,,,,,,,1.2291584666666668,1.0440188416666667,1.0148950777777779,2.4681915305555555,0.9140737822222222,1.099547066,5.403950431351103
BBB,Hyatt Hotels Corporation,H,Standard & Poor's Ratings Services,2016-09-07,Retail,1.232683983,0.66017316,0.521645022,1.565816211,0.046060059,0.06525175,1.0,0.06525175,0.026325978,0.042344322,0.052267487,0.57155762,1.037236534,0.985395849,0.496322106,0.294117647,0.568507157,2.091317169,4.445929664,1.985395849,0.06525175,13.17499753,3.678611854,0.11040867,0.0,22.81879517407579,0.0566286216602848,0.0313604922,0.985395849,0.04,2.0,1000000000.0,kaggle,,,,,,,,,,,,,0.37608539999999996,0.34844991333333336,1.305035,0.821789322,1.2408052649999999,0.3175320111111111,10.0
BBB,Valero Energy Corporation,VLO,Moody's Investors Service,2016-09-07,Energy,2.017291066,1.156580211,0.578290106,0.0,0.030254167,0.042057125,0.128167171,0.047211832,0.049574427,0.084079799,0.114312825,1.638598315,2.858076458,1.30588294,0.566326641,0.240414833,0.734854772,7.68329718,20.89370933,2.30588294,0.042057125,6.337180754,10.45553145,0.063706895,10.37627812,30.0,0.1512857142648943,0.068587695,1.30588294,0.05,3.08619935035417,1000000000.0,kaggle,,,,,,,,,,,,,0.9914885399999999,1.0392075,0.3147455466666667,1.3448607106666666,1.132653282,3.27719663,10.0
BBB,Fortive Corporation,FTV,Standard & Poor's Ratings Services,2016-09-06,Manufacturing,1.697033754,1.192362768,0.547698602,55.43932651,0.140144273,0.192310782,0.487251578,0.200183153,0.106510537,0.178037571,0.324528442,0.760006349,11.3665084,2.046913948,0.671799067,0.271261487,0.886005805,2.913798091,2.323401793,3.046913948,0.192310782,15.26703311,3.288689615,0.182655078,4.790603422,10.06776629699703,0.1232209587505941,0.1947170651999999,2.046913948,0.06,2.0,1000000000.0,kaggle,,,,,,,,,,,,,1.7751756166666668,2.704403683333333,2.2242572555555555,0.94279653,1.4928868155555557,0.760006349,4.027106518798812
BBB,Cabot Corporation,CBT,Moody's Investors Service,2016-09-06,Manufacturing,2.736180905,1.648241206,0.502512563,69.03359602,0.061800083,0.067606802,0.23973455,0.103691414,0.048948752,0.061602419,0.116954474,0.792049934,1.868992248,1.389324961,0.581471748,0.208588957,0.714285714,4.487179487,3.205128205,2.389324961,0.067606802,9.644282238,6.282051282,0.162588138,5.035714286,16.82314067006551,0.1903581267408925,0.0701726844,1.3893249609999998,0.06,2.0,1000000000.0,kaggle,,,,,,,,,,,,,0.8158125333333334,0.9746206166666668,1.1521268222222223,1.5201005027777776,1.29215944,0.792049934,6.729256268026203
B,Horizon Global Corporation,HZN,Standard & Poor's Ratings Services,2016-09-06,Manufacturing,1.443446222,0.645081512,0.253570888,43.61221503,-0.019038817,-0.025246457,0.246996303,0.009704251,-0.020150969,-0.039471149,-0.381953028,1.058414986,6.924061433,17.95457355,0.947242284,0.227577791,0.589381531,0.001111555,0.002675828,18.95457355,-0.025246457,200.0,0.001885968,0.054544054,4.386271871,30.0,0.0921640616549412,-0.2291718168,17.95457355,0.06,2.0,1000000000.0,kaggle,,,,,,,,,,,,,0.0,0.0,0.10782501111111112,0.8019145677777777,2.1049828533333335,1.058414986,10.0
BBB,Brunswick Corporation,BC,Fitch Ratings,2016-09-02,Energy,1.749922272,0.534666805,0.437765572,4.692102039,0.061490476,0.086821878,0.272941963,0.091121756,0.084025938,0.16798862,0.191653357,1.366487046,6.955679529,1.280883272,0.561573355,0.295868617,0.54041242,2.5,5.024122807,2.280883272,0.086821878,10.55837785,4.626096491,0.093995767,8.310160428,18.48866987374563,0.1285638140617939,0.1149920141999999,1.280883272,0.05,2.0,1000000000.0,kaggle,,,,,,,,,,,,,1.6805187599999998,1.7423032454545455,0.6074783733333333,1.166614848,1.12314671,2.732974092,6.162889957915209
BB,Yamana Gold Inc.,AUY,Standard & Poor's Ratings Services,2016-08-31,Manufacturing,1.162702589,0.312355294,0.205009472,7.472730324,-0.172232477,-0.35397438,-0.23208592,-0.26486547,-0.034981879,-0.058727452,-0.068237224,0.20310849,0.236271361,0.935618989,0.479645977,0.513432364,0.254813478,0.180865807,0.119367162,1.950644918,-0.273535828,-100.0,0.709796862,0.371874476,6.478235294,30.0,0.0419804489658704,-0.0409423343999999,0.950644918,0.06,2.0,1000000000.0,kaggle,,,,,,,,,,,,,0.0,0.0,0.0,0.6459458827777778,1.0658799488888888,0.20310849,10.0
A,Walt Disney Company (The),DIS,Standard & Poor's Ratings Services,2016-08-31,Retail,1.007362546,0.8119582,0.273720461,59.47521211,0.168805723,0.260084124,0.460867846,0.255284728,0.102039486,0.195887806,0.217057668,0.604478828,2.034151157,1.033398821,0.485804005,0.350957219,0.636647381,5.203779381,2.868518827,2.127192881,0.264757693,9.680421738,8.17372306,0.236123095,3.285104053,5.708966715000671,0.0021926205304837,0.1302346008,1.127192881,0.04,2.0,1000000000.0,kaggle,,,,,,,,,,,,,1.4577069428571428,1.44705112,5.10569456,0.6715750306666667,1.2145100125,0.3358215711111111,2.8544833575003357
BB,Hanesbrands Inc.,HBI,Standard & Poor's Ratings Services,2016-08-31,Retail,2.057754526,0.795062392,0.287128756,49.29747177,0.089476475,0.094754503,0.377566832,0.128670105,0.078083783,0.107675635,0.440702533,0.872673875,8.705433062,4.643970083,0.822819755,0.060000105,0.86228858,1.367817236,1.205517809,5.643970083,0.094754503,13.52785024,1.586263889,0.100462344,4.926364838,19.18440390640856,0.1542100157188525,0.2644215198,4.643970083,0.04,2.0,1000000000.0,kaggle,,,,,,,,,,,,,1.1154826142857142,2.938016886666667,2.5734021,1.3718363506666666,2.0570493874999998,0.48481881944444444,9.59220195320428
CCC,V.F. Corporation,VFC,Standard & Poor's Ratings Services,2016-08-29,Manufacturing,2.404558082,1.468734177,0.687723759,36.37177476,0.089367313,0.117779403,0.484455158,0.124737967,0.110285897,0.177974744,0.217389835,1.234074219,12.79093599,0.971148092,0.492681446,0.171704963,1.0,3.880186486,3.740200693,1.971148092,0.117779403,10.939432,3.880186486,0.122965191,9.322787838,11.849193742270948,0.1752369500883613,0.130433901,0.971148092,0.06,2.0,1000000000.0,kaggle,,,,,,,,,,,,,1.8380982833333332,1.8115819583333335,1.3859774111111112,1.335865601111111,1.0948476577777777,1.234074219,4.73967749690838
BB,Vista Outdoor Inc.,VSTO,Standard & Poor's Ratings Services,2016-08-25,Manufacturing,2.845381281,1.572481506,0.411199753,71.69561913,0.064753071,0.104991161,0.272795052,0.115715007,0.049967818,0.092630821,0.088567596,0.771667153,11.15922058,0.772492767,0.435822804,0.38325217,0.790274846,2.5152465,2.154892222,1.772492767,0.104991161,10.36921796,3.182749032,0.087197356,11.17714468,11.299039302655014,0.1945659753920339,0.0531405576,0.7724927669999999,0.06,2.0,1000000000.0,kaggle,,,,,,,,,,,,,0.8327969666666667,0.7380633,1.2857223,1.5807673783333331,0.96849512,0.771667153,4.519615721062006
BB,Signet Jewelers Limited,SIG,Fitch Ratings,2016-08-25,Retail,3.981177899,1.66614624,0.119437939,97.87273671,0.071432933,0.100424415,0.372568777,0.107431834,0.072269245,0.123611764,0.152873526,1.011707649,9.002473887,1.115333094,0.527261213,0.288689571,0.489059328,2.727044025,2.06918239,2.115333094,0.100424415,10.82881598,5.576100629,0.067677323,15.27238945,14.72360268000265,0.2246454171074961,0.0917241156,1.115333094,0.04,2.0,1000000000.0,kaggle,,,,,,,,,,,,,1.0324177857142856,1.0191568400000002,2.14863668,2.654118599333333,1.3181530324999997,0.5620598050000001,7.361801340001325
D,California Resources Corporation,CRC,Standard & Poor's Ratings Services,2016-08-24,Energy,0.585399449,0.389807163,0.016528926,54.73820297,0.180349063,0.129928895,1.0,-0.197802198,0.043909348,0.035714286,-0.500897666,0.243468681,0.262871708,-10.0,1.0,-0.388059701,0.423076923,1.361386139,1.262376238,-11.40754039,0.129928895,20.81823129,3.217821782,0.084033613,3.652968037,30.0,-0.2124705882666453,-0.3005385995999999,0.0,0.05,2.0,1000000000.0,kaggle,,,,,,,,,,,,,0.87818696,0.0,0.0,0.3902662993333333,2.0,0.486937362,10.0
B,"Titan International, Inc.",TWI,Standard & Poor's Ratings Services,2016-08-24,Manufacturing,1.983687695,1.030338374,0.403784171,51.73869239,-0.026856642,-0.025962922,0.112589757,-0.016857409,-0.026910783,-0.036635011,-0.115652393,1.002015914,2.894542785,3.297622775,0.767313221,-0.099859995,0.035678161,0.028785518,3.669170562,4.297622775,-0.025962922,27.85417874,0.806810594,0.034373847,7.574887862,30.0,0.1487665166466639,-0.0693914358,3.297622775,0.06,2.0,1000000000.0,kaggle,,,,,,,,,,,,,0.0,0.0,0.0,1.1020487194444444,1.705140491111111,1.002015914,10.0
A,Edison International,EIX,Moody's Investors Service,2016-08-24,Energy,0.359100135,0.14935724,0.01623816,21.95719943,0.110455809,0.119049625,1.0,0.176257477,0.025546094,0.03111855,0.092408543,0.231278864,0.320783784,2.617325721,0.72355268,0.125265393,-0.146805897,-1.466257669,0.518404908,3.617325721,0.119049625,8.603635004,9.987730061,0.274328082,3.373323398,12.315267851020016,-0.5,0.0554451257999999,2.617325721,0.05,2.0,1000000000.0,kaggle,,,,,,,,,,,,,0.5109218799999999,0.8400776636363636,1.1750498466666668,0.23940008999999998,1.44710536,0.462557728,4.105089283673339
B,Xinyuan Real Estate Co Ltd,XIN,Standard & Poor's Ratings Services,2016-08-24,Manufacturing,20.0,13.73886358,12.21732703,7.643823614,0.050884621,0.1061142,0.22924094,0.114854079,0.018756923,0.03955741,0.088266322,0.36861675,45.80875023,0.666810727,0.141699773,0.0,1.0,0.264149756,-2.522774327,4.705799549,0.1061142,-4.720274956,0.264149756,-0.041406714,2.292014444,3.7012122050972174,0.285,0.0529597931999999,3.705799549,0.06,2.0,1000000000.0,kaggle,,,,,,,,,,,,,0.3126153833333334,0.7355526833333333,1.2761564333333333,10.0,0.31488838444444445,0.36861675,1.480484882038887
BBB,Tiffany & Co.,TIF,Standard & Poor's Ratings Services,2016-08-23,Retail,4.806685847,1.497465406,1.155774764,18.35270043,0.113011279,0.172939657,0.606908816,0.185168944,0.090434138,0.161348243,0.15933915,0.800222235,4.386514212,0.761935838,0.432442443,0.34652768,0.689405113,4.38203125,6.9265625,1.761935838,0.172939657,9.029191772,6.35625,0.198202149,4.903068976,7.006182035579357,0.23758693421014,0.09560349,0.7619358380000001,0.04,2.0702194612129725,1000000000.0,kaggle,,,,,,,,,,,,,1.291916257142857,1.0622610000000001,3.70337888,3.204457231333333,1.0811061075,0.4445679083333333,3.5030910177896786
A,Progressive Corporation (The),PGR,Moody's Investors Service,2016-08-22,FinancialServices,0.832373191,0.832373191,0.021226841,70.21159146,0.043982015,0.062739427,1.0,0.062739427,0.030842869,0.062679799,0.129569818,0.701260938,19.91453572,3.200965176,0.761959465,0.281158632,0.920426367,4.275227781,6.505758982,4.200965176,0.062739427,13.55708286,4.644834107,0.115261887,0.0,30.0,-0.0604152599383754,0.0777418908,3.2009651760000004,0.07,2.0156705901519936,1000000000.0,kaggle,,,,,,,,,,,,,1.0280956333333333,1.0797484833333335,0.31369713499999996,0.6936443258333334,1.0885135214285715,4.67507292,10.0
